timestamp,hour,day_of_year,cloud_cover_percent,temperature_celsius,humidity_percent,wind_speed_kmh,rainfall_mmh,solar_output_mw,is_daytime
2024-06-01 06:50:00,6,153,0,37.03164882738707,89,9,0,0.0,1
2024-06-01 06:55:00,6,153,14,35.713572384358635,70,10,0,0.0,1
2024-06-01 07:00:00,7,153,21,34.834304378311224,89,5,0,20.749805711138443,1
2024-06-01 07:05:00,7,153,82,33.901802543051154,78,29,0,7.23175316128082,1
2024-06-01 07:10:00,7,153,71,38.0,60,19,0,8.923920545518499,1
2024-06-01 07:15:00,7,153,64,34.184588826280795,91,5,0,11.086941049558867,1
2024-06-01 07:20:00,7,153,53,35.501946157336754,61,6,0,13.408047542084583,1
2024-06-01 07:25:00,7,153,55,36.08147172214009,86,8,0,13.682090382790907,1
2024-06-01 07:30:00,7,153,63,36.63984492818361,74,8,0,11.397098308755083,1
2024-06-01 07:35:00,7,153,63,38.0,94,12,0,10.566526418079109,1
2024-06-01 07:40:00,7,153,63,38.0,88,7,0,10.34158912898514,1
2024-06-01 07:45:00,7,153,67,33.19873796276715,76,6,0,9.79402590628991,1
2024-06-01 07:50:00,7,153,75,36.4131936224717,62,23,0,8.392500302200581,1
2024-06-01 07:55:00,7,153,91,38.0,69,27,0,5.230930866492107,1
2024-06-01 08:00:00,8,153,90,33.069558240159594,66,27,6,11.07564650973794,1
2024-06-01 08:05:00,8,153,12,36.14494408755798,82,5,0,39.51242700333533,1
2024-06-01 08:10:00,8,153,2,36.29291448043219,90,10,0,44.41843982495529,1
2024-06-01 08:15:00,8,153,0,34.991100872734805,78,12,0,48.49655188244752,1
2024-06-01 08:20:00,8,153,3,34.62210029712878,89,6,0,41.095826233193115,1
2024-06-01 08:25:00,8,153,0,35.32188044895914,88,13,0,41.386326310934884,1
2024-06-01 08:30:00,8,153,0,36.88305862913229,86,13,0,45.107990830012945,1
2024-06-01 08:35:00,8,153,71,34.15313524243354,75,27,0,18.94136370289886,1
2024-06-01 08:40:00,8,153,70,33.02944329320397,80,9,0,19.815853642310188,1
2024-06-01 08:45:00,8,153,95,34.52260881120236,70,19,40,8.702964963690889,1
2024-06-01 08:50:00,8,153,100,31.816330527261243,82,17,27,6.347907138981397,1
2024-06-01 08:55:00,8,153,91,35.25974108313997,94,16,19,10.101073614480105,1
2024-06-01 09:00:00,9,153,100,32.662304136476436,93,29,0,9.300268473288684,1
2024-06-01 09:05:00,9,153,88,36.595167281239796,88,25,0,15.25535022507684,1
2024-06-01 09:10:00,9,153,26,34.34797889500167,90,7,0,53.63293615566374,1
2024-06-01 09:15:00,9,153,36,35.02453049202386,67,10,0,47.14064190720973,1
2024-06-01 09:20:00,9,153,50,33.6582121035899,79,9,0,39.50935847891262,1
2024-06-01 09:25:00,9,153,42,34.29307531528146,90,8,0,42.15161953168567,1
2024-06-01 09:30:00,9,153,89,33.79842662606491,61,16,15,16.20174906862392,1
2024-06-01 09:35:00,9,153,11,34.62382386519027,87,6,0,55.18123786035841,1
2024-06-01 09:40:00,9,153,0,35.90540846846079,84,14,0,65.79652198587351,1
2024-06-01 09:45:00,9,153,78,34.142504886600506,88,17,0,22.886141394409837,1
2024-06-01 09:50:00,9,153,69,36.146026054929344,68,14,0,23.58648978778681,1
2024-06-01 09:55:00,9,153,82,31.424977979453903,81,18,33,18.67822337632135,1
2024-06-01 10:00:00,10,153,84,30.605205738146164,80,17,38,22.70470428303584,1
2024-06-01 10:05:00,10,153,80,33.166652818619426,78,25,0,24.643892967097198,1
2024-06-01 10:10:00,10,153,75,33.094463957500615,70,27,0,31.004557520078478,1
2024-06-01 10:15:00,10,153,83,31.645716529699936,78,20,30,24.410623974252736,1
2024-06-01 10:20:00,10,153,95,33.66040050325005,61,20,0,15.300578466471503,1
2024-06-01 10:25:00,10,153,86,35.01932943747755,67,24,0,20.77993216612039,1
2024-06-01 10:30:00,10,153,76,34.40776924307157,88,15,0,27.94345153334056,1
2024-06-01 10:35:00,10,153,79,30.19517688796348,83,17,0,27.83983113480088,1
2024-06-01 10:40:00,10,153,97,31.98501495132806,72,24,0,12.79421886340149,1
2024-06-01 10:45:00,10,153,100,33.245572722821024,62,28,0,12.631480911937254,1
2024-06-01 10:50:00,10,153,83,35.30353856605524,63,23,48,23.70971769806085,1
2024-06-01 10:55:00,10,153,68,30.999188342841602,69,5,0,30.604504477191156,1
2024-06-01 11:00:00,11,153,59,31.482467220088882,67,9,0,41.30958084329718,1
2024-06-01 11:05:00,11,153,59,30.473232127429235,60,6,0,47.25533646732772,1
2024-06-01 11:10:00,11,153,70,30.937558618034426,77,13,0,37.04799887539373,1
2024-06-01 11:15:00,11,153,62,28.89466795084914,60,9,0,42.34022078998236,1
2024-06-01 11:20:00,11,153,70,29.400787240441385,83,8,0,34.270621767191436,1
2024-06-01 11:25:00,11,153,68,26.818179288710517,74,6,0,34.44046669987054,1
2024-06-01 11:30:00,11,153,61,30.655604772932413,61,6,0,41.75273373926096,1
2024-06-01 11:35:00,11,153,74,32.4560657832483,82,26,0,33.061784212302236,1
2024-06-01 11:40:00,11,153,64,34.31942756200551,85,11,0,43.32788021603676,1
2024-06-01 11:45:00,11,153,62,34.50043671030691,86,8,0,41.5170180368242,1
2024-06-01 11:50:00,11,153,5,32.01950626550685,82,12,0,87.49863663499474,1
2024-06-01 11:55:00,11,153,81,31.322842221772163,74,26,30,25.918329571947897,1
2024-06-01 12:00:00,12,153,88,28.9098838855945,91,29,43,22.449512556246884,1
2024-06-01 12:05:00,12,153,80,30.88888053752964,88,15,0,31.887627941118726,1
2024-06-01 12:10:00,12,153,65,29.63882372896604,85,10,0,40.25935344569204,1
2024-06-01 12:15:00,12,153,64,26.938070382431167,73,14,0,41.80148355271956,1
2024-06-01 12:20:00,12,153,55,29.764853737782026,64,7,0,48.40056764401599,1
2024-06-01 12:25:00,12,153,51,31.392925187915402,74,12,0,51.07697871910281,1
2024-06-01 12:30:00,12,153,64,29.48935194723171,78,14,0,42.023866302449996,1
2024-06-01 12:35:00,12,153,5,30.612880761387377,87,5,0,87.01857159450299,1
2024-06-01 12:40:00,12,153,25,29.34544138726255,63,5,0,71.02821221764007,1
2024-06-01 12:45:00,12,153,23,29.26244756345297,62,5,0,73.37071468632544,1
2024-06-01 12:50:00,12,153,27,29.38100250190078,79,12,0,67.96110547325006,1
2024-06-01 12:55:00,12,153,27,29.7817758453905,88,8,0,66.60161078856933,1
2024-06-01 13:00:00,13,153,25,26.981773673620914,75,11,0,65.5332534162553,1
2024-06-01 13:05:00,13,153,20,26.950285776204193,74,11,0,77.521842347155,1
2024-06-01 13:10:00,13,153,95,27.195190790403128,68,19,9,16.345243075919893,1
2024-06-01 13:15:00,13,153,100,28.012093099664288,81,17,31,14.34939512480133,1
2024-06-01 13:20:00,13,153,93,28.720034866731595,65,20,15,18.615003330371813,1
2024-06-01 13:25:00,13,153,78,27.073949873660684,81,18,0,31.04584872454395,1
2024-06-01 13:30:00,13,153,91,32.1834838982182,79,18,46,19.0501024914249,1
2024-06-01 13:35:00,13,153,87,28.649141648907193,60,18,0,23.67595397819167,1
2024-06-01 13:40:00,13,153,97,31.792031721471357,65,16,10,15.349793548107492,1
2024-06-01 13:45:00,13,153,96,26.991721282016282,62,18,0,17.215985104288894,1
2024-06-01 13:50:00,13,153,84,29.507214719778407,62,24,0,26.097457476560198,1
2024-06-01 13:55:00,13,153,83,27.293629856289087,74,19,22,24.773812993498616,1
2024-06-01 14:00:00,14,153,69,27.59768502957135,76,7,0,32.52299446706854,1
2024-06-01 14:05:00,14,153,69,27.094172623871287,66,7,0,35.056728902144506,1
2024-06-01 14:10:00,14,153,62,25.0,76,8,0,37.49033983277703,1
2024-06-01 14:15:00,14,153,64,26.379549255504386,89,11,0,36.57886017159284,1
2024-06-01 14:20:00,14,153,68,26.656427464479684,82,7,0,33.36737039882824,1
2024-06-01 14:25:00,14,153,55,28.008466274607187,62,14,0,39.5565193943216,1
2024-06-01 14:30:00,14,153,67,26.017853477034993,86,9,0,33.14874763244047,1
2024-06-01 14:35:00,14,153,61,26.3248647005111,68,14,0,39.21659310666856,1
2024-06-01 14:40:00,14,153,75,25.0,82,28,0,25.32785294668584,1
2024-06-01 14:45:00,14,153,73,26.52958026800822,86,17,0,32.26756257872902,1
2024-06-01 14:50:00,14,153,86,26.837896398207015,90,19,0,23.484150289112197,1
2024-06-01 14:55:00,14,153,90,25.742895588716397,89,25,0,19.958894579784257,1
2024-06-01 15:00:00,15,153,76,25.226972387044235,79,20,0,22.600296096869563,1
2024-06-01 15:05:00,15,153,20,27.088949883113333,66,7,0,59.05425205062633,1
2024-06-01 15:10:00,15,153,18,29.11691443696315,83,6,0,54.98049897051377,1
2024-06-01 15:15:00,15,153,27,25.0,70,14,0,51.46981589605612,1
2024-06-01 15:20:00,15,153,35,25.0,82,7,0,44.84266137762853,1
2024-06-01 15:25:00,15,153,43,25.0,75,14,0,42.19697300307912,1
2024-06-01 15:30:00,15,153,43,25.0,64,11,0,43.58776213008593,1
2024-06-01 15:35:00,15,153,39,25.0,87,7,0,43.92322421086799,1
2024-06-01 15:40:00,15,153,46,25.0,77,12,0,39.011339131346546,1
2024-06-01 15:45:00,15,153,54,25.68784961899076,78,8,0,38.31516876910342,1
2024-06-01 15:50:00,15,153,65,26.144429609307974,76,7,0,28.16231461876365,1
2024-06-01 15:55:00,15,153,62,25.0,72,12,0,30.846345448640573,1
2024-06-01 16:00:00,16,153,51,25.0,88,5,0,23.780267314560383,1
2024-06-01 16:05:00,16,153,89,27.80760894223266,90,17,43,10.632949374321885,1
2024-06-01 16:10:00,16,153,75,26.516774891032284,75,15,0,14.920659749350223,1
2024-06-01 16:15:00,16,153,75,25.79953801505124,64,23,0,17.57969538008378,1
2024-06-01 16:20:00,16,153,16,26.787294924185684,75,11,0,38.779457536294096,1
2024-06-01 16:25:00,16,153,5,27.29218959549415,88,6,0,42.5301056065897,1
2024-06-01 16:30:00,16,153,0,26.42879721099965,80,12,0,44.32975075163638,1
2024-06-01 16:35:00,16,153,0,25.012408076319282,82,14,0,46.61341111038392,1
2024-06-01 16:40:00,16,153,0,25.0,79,14,0,46.61564654133077,1
2024-06-01 16:45:00,16,153,85,26.70911359857701,64,15,0,12.880025752856945,1
2024-06-01 16:50:00,16,153,26,25.0,85,14,0,35.45536984430689,1
2024-06-01 16:55:00,16,153,19,25.0,61,9,0,38.943644842351794,1
2024-06-01 17:00:00,17,153,7,25.99956271463916,82,9,0,21.838211168819722,1
2024-06-01 17:05:00,17,153,3,25.0,70,13,0,23.678916059124592,1
2024-06-01 17:10:00,17,153,13,25.0,90,7,0,18.887094136475,1
2024-06-01 17:15:00,17,153,23,25.0,66,12,0,19.050454030813682,1
2024-06-01 17:20:00,17,153,26,25.0,79,14,0,18.130512341372985,1
2024-06-01 17:25:00,17,153,37,26.718857353336166,85,10,0,15.648285837771207,1
2024-06-01 17:30:00,17,153,22,25.0,84,7,0,19.159921287140175,1
2024-06-01 17:35:00,17,153,18,27.443665340654594,79,11,0,20.25542227222375,1
2024-06-01 17:40:00,17,153,8,26.209517596630217,70,9,0,24.852450847982723,1
2024-06-01 17:45:00,17,153,3,25.0,69,13,0,24.059559561211408,1
2024-06-01 17:50:00,17,153,97,25.0,67,23,0,4.081274284807802,1
2024-06-01 17:55:00,17,153,90,25.0,73,22,19,6.376459114737319,1
2024-06-01 18:00:00,18,153,90,25.0,75,24,0,3.0096506208375894e-15,1
2024-06-01 18:05:00,18,153,12,25.0,60,9,0,1.0268579742398642e-14,1
2024-06-01 18:10:00,18,153,3,25.0,68,9,0,1.0202120433456724e-14,1
2024-06-01 18:15:00,18,153,0,26.211441930707913,72,14,0,1.1385389913941729e-14,1
2024-06-01 18:20:00,18,153,9,28.14586557151565,73,11,0,1.03026951165781e-14,1
2024-06-01 18:25:00,18,153,0,25.0,60,12,0,1.121919677600793e-14,1
2024-06-01 18:30:00,18,153,13,25.0,84,5,0,1.0319611032938233e-14,1
2024-06-01 18:35:00,18,153,19,25.852212151963556,93,5,0,9.783543017677478e-15,1
2024-06-01 18:40:00,18,153,19,26.011739349021084,75,13,0,8.034997091331246e-15,1
2024-06-01 18:45:00,18,153,5,25.0,91,12,0,1.05749571339833e-14,1
2024-06-01 18:50:00,18,153,0,25.0,90,8,0,1.0456610855614542e-14,1
2024-06-01 18:55:00,18,153,0,25.0,76,7,0,1.1950120464790354e-14,1
2024-06-01 19:00:00,19,153,3,25.0,72,11,0,0.0,0
2024-06-01 19:05:00,19,153,17,25.0,90,14,0,0.0,0
2024-06-01 19:10:00,19,153,8,25.0,79,6,0,0.0,0
2024-06-01 19:15:00,19,153,17,25.0,74,8,0,0.0,0
2024-06-01 19:20:00,19,153,31,25.0,87,12,0,0.0,0
2024-06-01 19:25:00,19,153,29,25.317976426675635,90,5,0,0.0,0
2024-06-01 19:30:00,19,153,88,25.0,79,26,9,0.0,0
2024-06-01 19:35:00,19,153,89,26.011808707889056,67,25,0,0.0,0
2024-06-01 19:40:00,19,153,9,25.0,87,12,0,0.0,0
2024-06-01 19:45:00,19,153,0,26.01444258257856,68,13,0,0.0,0
2024-06-01 19:50:00,19,153,11,25.0,86,5,0,0.0,0
2024-06-01 19:55:00,19,153,0,25.0,60,8,0,0.0,0
2024-06-01 20:00:00,20,153,0,25.0,82,9,0,0.0,0
2024-06-01 20:05:00,20,153,0,25.0,80,6,0,0.0,0
2024-06-01 20:10:00,20,153,6,27.531415003674724,84,14,0,0.0,0
2024-06-01 20:15:00,20,153,81,25.0,83,21,29,0.0,0
2024-06-01 20:20:00,20,153,68,25.82717945285817,68,9,0,0.0,0
2024-06-01 20:25:00,20,153,4,25.0,84,8,0,0.0,0
2024-06-01 20:30:00,20,153,17,25.0,67,12,0,0.0,0
2024-06-01 20:35:00,20,153,19,27.9706180846997,86,6,0,0.0,0
2024-06-01 20:40:00,20,153,5,25.0,72,8,0,0.0,0
2024-06-01 20:45:00,20,153,26,26.879845164690487,73,9,0,0.0,0
2024-06-01 20:50:00,20,153,14,25.0,65,13,0,0.0,0
2024-06-01 20:55:00,20,153,8,25.335083667997196,81,6,0,0.0,0
2024-06-01 21:00:00,21,153,9,25.27887769449367,81,5,0,0.0,0
2024-06-01 21:05:00,21,153,8,25.367808678197758,65,9,0,0.0,0
2024-06-01 21:10:00,21,153,13,25.759102001020594,88,11,0,0.0,0
2024-06-01 21:15:00,21,153,9,26.68104652371133,92,8,0,0.0,0
2024-06-01 21:20:00,21,153,21,25.0,70,8,0,0.0,0
2024-06-01 21:25:00,21,153,35,25.0,91,5,0,0.0,0
2024-06-01 21:30:00,21,153,44,26.45975547154521,72,8,0,0.0,0
2024-06-01 21:35:00,21,153,25,29.29853136633857,69,11,0,0.0,0
2024-06-01 21:40:00,21,153,31,26.031785533698336,69,14,0,0.0,0
2024-06-01 21:45:00,21,153,34,25.0,92,12,0,0.0,0
2024-06-01 21:50:00,21,153,19,29.049824786841885,78,11,0,0.0,0
2024-06-01 21:55:00,21,153,10,25.0,64,14,0,0.0,0
2024-06-01 22:00:00,22,153,0,25.0,65,8,0,0.0,0
2024-06-01 22:05:00,22,153,0,26.761155480698932,77,14,0,0.0,0
2024-06-01 22:10:00,22,153,1,25.0,77,8,0,0.0,0
2024-06-01 22:15:00,22,153,0,27.754019192788174,82,6,0,0.0,0
2024-06-01 22:20:00,22,153,99,25.294864413611922,71,27,39,0.0,0
2024-06-01 22:25:00,22,153,100,27.62302444586539,90,27,49,0.0,0
2024-06-01 22:30:00,22,153,99,28.80787329081654,71,28,32,0.0,0
2024-06-01 22:35:00,22,153,100,25.902547100281687,71,24,39,0.0,0
2024-06-01 22:40:00,22,153,99,26.783602027437244,63,20,0,0.0,0
2024-06-01 22:45:00,22,153,12,26.806925487771515,67,11,0,0.0,0
2024-06-01 22:50:00,22,153,10,25.352486146291923,93,6,0,0.0,0
2024-06-01 22:55:00,22,153,0,31.54999558601991,74,12,0,0.0,0
2024-06-01 23:00:00,23,153,14,34.224114170972776,63,6,0,0.0,0
2024-06-01 23:05:00,23,153,11,28.78525875859126,77,9,0,0.0,0
2024-06-01 23:10:00,23,153,23,28.970138115711432,63,10,0,0.0,0
2024-06-01 23:15:00,23,153,28,27.024216632550004,67,14,0,0.0,0
2024-06-01 23:20:00,23,153,80,32.546226871323924,73,22,0,0.0,0
2024-06-01 23:25:00,23,153,10,29.079619220552306,85,6,0,0.0,0
2024-06-01 23:30:00,23,153,21,29.36896968582112,72,14,0,0.0,0
2024-06-01 23:35:00,23,153,11,28.628179055931557,76,6,0,0.0,0
2024-06-01 23:40:00,23,153,75,31.307905856279277,69,24,0,0.0,0
2024-06-01 23:45:00,23,153,77,29.31163143344314,75,22,0,0.0,0
2024-06-01 23:50:00,23,153,82,26.523578187125697,89,19,28,0.0,0
2024-06-01 23:55:00,23,153,76,31.270614777733183,70,18,0,0.0,0
2024-06-02 00:00:00,0,154,82,27.60622744004044,85,19,7,0.0,0
2024-06-02 00:05:00,0,154,3,29.893212532634973,73,6,0,0.0,0
2024-06-02 00:10:00,0,154,0,35.84970305774765,89,6,0,0.0,0
2024-06-02 00:15:00,0,154,6,33.74005099235268,81,7,0,0.0,0
2024-06-02 00:20:00,0,154,14,33.80165032831739,82,6,0,0.0,0
2024-06-02 00:25:00,0,154,96,30.58712256522585,83,24,0,0.0,0
2024-06-02 00:30:00,0,154,89,30.876107604850024,73,15,34,0.0,0
2024-06-02 00:35:00,0,154,75,28.846465104280256,65,15,0,0.0,0
2024-06-02 00:40:00,0,154,71,30.443933152523144,83,20,0,0.0,0
2024-06-02 00:45:00,0,154,76,27.185428922103032,60,15,0,0.0,0
2024-06-02 00:50:00,0,154,61,31.991966126800744,68,10,0,0.0,0
2024-06-02 00:55:00,0,154,49,32.29333560701349,68,7,0,0.0,0
2024-06-02 01:00:00,1,154,13,33.556401441425116,68,5,0,0.0,0
2024-06-02 01:05:00,1,154,17,30.59613469605446,65,10,0,0.0,0
2024-06-02 01:10:00,1,154,9,30.67141024598918,87,9,0,0.0,0
2024-06-02 01:15:00,1,154,10,29.379405113942514,68,6,0,0.0,0
2024-06-02 01:20:00,1,154,17,32.16525520464023,73,7,0,0.0,0
2024-06-02 01:25:00,1,154,18,33.51907369425717,64,5,0,0.0,0
2024-06-02 01:30:00,1,154,26,31.873038742975012,84,6,0,0.0,0
2024-06-02 01:35:00,1,154,18,28.363300183564647,74,6,0,0.0,0
2024-06-02 01:40:00,1,154,15,32.36520762870831,94,6,0,0.0,0
2024-06-02 01:45:00,1,154,28,32.47096959482448,70,12,0,0.0,0
2024-06-02 01:50:00,1,154,33,32.36389551037054,74,11,0,0.0,0
2024-06-02 01:55:00,1,154,15,30.789702797517933,94,11,0,0.0,0
2024-06-02 02:00:00,2,154,16,34.01355805977343,82,12,0,0.0,0
2024-06-02 02:05:00,2,154,28,30.790843610569354,74,6,0,0.0,0
2024-06-02 02:10:00,2,154,21,36.88176495428292,81,6,0,0.0,0
2024-06-02 02:15:00,2,154,29,31.812410629872577,71,6,0,0.0,0
2024-06-02 02:20:00,2,154,0,34.583046796614525,62,7,0,0.0,0
2024-06-02 02:25:00,2,154,6,33.788941090934095,85,10,0,0.0,0
2024-06-02 02:30:00,2,154,5,34.31059916479918,89,7,0,0.0,0
2024-06-02 02:35:00,2,154,1,33.22964795783015,77,10,0,0.0,0
2024-06-02 02:40:00,2,154,29,32.206913749995024,78,14,0,0.0,0
2024-06-02 02:45:00,2,154,17,33.552175887591034,85,12,0,0.0,0
2024-06-02 02:50:00,2,154,14,33.114421100281675,85,7,0,0.0,0
2024-06-02 02:55:00,2,154,7,33.176950849254,87,7,0,0.0,0
2024-06-02 03:00:00,3,154,3,35.3539526367854,69,5,0,0.0,0
2024-06-02 03:05:00,3,154,0,34.03004561149481,92,11,0,0.0,0
2024-06-02 03:10:00,3,154,11,33.676744838654685,91,6,0,0.0,0
2024-06-02 03:15:00,3,154,0,30.735012870379368,87,9,0,0.0,0
2024-06-02 03:20:00,3,154,12,34.907295751084995,75,6,0,0.0,0
2024-06-02 03:25:00,3,154,4,32.7765501757803,90,5,0,0.0,0
2024-06-02 03:30:00,3,154,0,35.89045178550064,71,8,0,0.0,0
2024-06-02 03:35:00,3,154,12,37.660425150771864,76,14,0,0.0,0
2024-06-02 03:40:00,3,154,7,35.64512620695079,87,6,0,0.0,0
2024-06-02 03:45:00,3,154,8,32.657112490447346,80,14,0,0.0,0
2024-06-02 03:50:00,3,154,17,34.014786129446584,74,14,0,0.0,0
2024-06-02 03:55:00,3,154,8,35.59483370974824,94,13,0,0.0,0
2024-06-02 04:00:00,4,154,0,34.01726708722428,91,7,0,0.0,0
2024-06-02 04:05:00,4,154,0,37.9113782862092,83,6,0,0.0,0
2024-06-02 04:10:00,4,154,4,36.18532969311924,85,12,0,0.0,0
2024-06-02 04:15:00,4,154,0,38.0,60,5,0,0.0,0
2024-06-02 04:20:00,4,154,0,32.38031572931955,62,9,0,0.0,0
2024-06-02 04:25:00,4,154,2,33.03632713096401,65,8,0,0.0,0
2024-06-02 04:30:00,4,154,0,31.63939930392042,78,7,0,0.0,0
2024-06-02 04:35:00,4,154,0,34.42325977582831,78,5,0,0.0,0
2024-06-02 04:40:00,4,154,13,34.52959971967628,84,7,0,0.0,0
2024-06-02 04:45:00,4,154,11,37.36834662061951,73,8,0,0.0,0
